,iso3,loage,hiage,women,year
6511,TWN,75,79,125,1995
6512,TWN,80,84,74,1995
6516,TWN,80,NA,NA,1995
6513,TWN,85,89,31,1995
6514,TWN,90,94,9,1995
6515,TWN,95,99,2,1995
6517,TWN,15,19,914,2000
6518,TWN,20,24,969,2000
6519,TWN,25,29,862,2000
6520,TWN,30,34,918,2000
6521,TWN,35,39,945,2000
6522,TWN,40,44,885,2000
6523,TWN,45,49,785,2000
6524,TWN,50,54,513,2000
6525,TWN,55,59,403,2000
6526,TWN,60,64,390,2000
6527,TWN,65,69,317,2000
6528,TWN,70,74,248,2000
6529,TWN,75,79,165,2000
6530,TWN,80,84,89,2000
6534,TWN,80,NA,NA,2000
6531,TWN,85,89,43,2000
6532,TWN,90,94,13,2000
6533,TWN,95,99,3,2000
6535,TWN,15,19,770,2005
6536,TWN,20,24,917,2005
6537,TWN,25,29,972,2005
6538,TWN,30,34,864,2005
6539,TWN,35,39,925,2005
6540,TWN,40,44,948,2005
6541,TWN,45,49,890,2005
6542,TWN,50,54,779,2005
6543,TWN,55,59,504,2005
6544,TWN,60,64,401,2005
6545,TWN,65,69,371,2005
6546,TWN,70,74,292,2005
6547,TWN,75,79,215,2005
6548,TWN,80,84,127,2005
6552,TWN,80,NA,NA,2005
6549,TWN,85,89,56,2005
6550,TWN,90,94,20,2005
6551,TWN,95,99,4,2005
6553,TWN,15,19,772,2010
6554,TWN,20,24,770,2010
6555,TWN,25,29,940,2010
6556,TWN,30,34,1004,2010
6557,TWN,35,39,887,2010
6558,TWN,40,44,933,2010
6559,TWN,45,49,949,2010
6560,TWN,50,54,887,2010
6561,TWN,55,59,778,2010
6562,TWN,60,64,494,2010
6563,TWN,65,69,384,2010
6564,TWN,70,74,348,2010
6565,TWN,75,79,258,2010
6566,TWN,80,84,172,2010
6570,TWN,80,NA,NA,2010
6567,TWN,85,89,85,2010
6568,TWN,90,94,28,2010
6569,TWN,95,99,7,2010
6571,TWN,15,19,727,2015
6572,TWN,20,24,772,2015
6573,TWN,25,29,783,2015
6574,TWN,30,34,957,2015
6575,TWN,35,39,1014,2015
6576,TWN,40,44,891,2015
6577,TWN,45,49,931,2015
6578,TWN,50,54,943,2015
6579,TWN,55,59,880,2015
6580,TWN,60,64,764,2015
6581,TWN,65,69,477,2015
6582,TWN,70,74,361,2015
6583,TWN,75,79,308,2015
6584,TWN,80,84,209,2015
6588,TWN,80,NA,NA,2015
6585,TWN,85,89,118,2015
6586,TWN,90,94,44,2015
6587,TWN,95,99,10,2015
1837,TZA,15,19,1362,1990
1838,TZA,20,24,1129,1990
1839,TZA,25,29,931,1990
1840,TZA,30,34,766,1990
1841,TZA,35,39,622,1990
1842,TZA,40,44,535,1990
1843,TZA,45,49,435,1990
1844,TZA,50,54,354,1990
1845,TZA,55,59,285,1990
1846,TZA,60,64,223,1990
1847,TZA,65,69,165,1990
1848,TZA,70,74,111,1990
1849,TZA,75,79,65,1990
1850,TZA,80,84,30,1990
1854,TZA,80,NA,NA,1990
1851,TZA,85,89,10,1990
1852,TZA,90,94,2,1990
1853,TZA,95,99,0,1990
1855,TZA,15,19,1626,1995
1856,TZA,20,24,1358,1995
1857,TZA,25,29,1115,1995
1858,TZA,30,34,912,1995
1859,TZA,35,39,744,1995
1860,TZA,40,44,602,1995
1861,TZA,45,49,516,1995
1862,TZA,50,54,416,1995
1863,TZA,55,59,334,1995
1864,TZA,60,64,262,1995
1865,TZA,65,69,195,1995
1866,TZA,70,74,133,1995
1867,TZA,75,79,78,1995
1868,TZA,80,84,37,1995
1872,TZA,80,NA,NA,1995
1869,TZA,85,89,13,1995
1870,TZA,90,94,3,1995
1871,TZA,95,99,0,1995
1873,TZA,15,19,1867,2000
1874,TZA,20,24,1584,2000
1875,TZA,25,29,1306,2000
1876,TZA,30,34,1053,2000
1877,TZA,35,39,849,2000
1878,TZA,40,44,688,2000
1879,TZA,45,49,557,2000
1880,TZA,50,54,475,2000
1881,TZA,55,59,380,2000
1882,TZA,60,64,299,2000
1883,TZA,65,69,225,2000
1884,TZA,70,74,155,2000
1885,TZA,75,79,93,2000
1886,TZA,80,84,45,2000
1890,TZA,80,NA,NA,2000
1887,TZA,85,89,16,2000
1888,TZA,90,94,4,2000
1889,TZA,95,99,0,2000
1891,TZA,15,19,2149,2005
1892,TZA,20,24,1836,2005
1893,TZA,25,29,1536,2005
1894,TZA,30,34,1224,2005
1895,TZA,35,39,963,2005
1896,TZA,40,44,764,2005
1897,TZA,45,49,634,2005
1898,TZA,50,54,529,2005
1899,TZA,55,59,440,2005
1900,TZA,60,64,354,2005
1901,TZA,65,69,255,2005
1902,TZA,70,74,178,2005
1903,TZA,75,79,86,2005
1904,TZA,80,84,56,2005
1908,TZA,80,NA,NA,2005
1905,TZA,85,89,20,2005
1906,TZA,90,94,5,2005
1907,TZA,95,99,1,2005
1909,TZA,15,19,2483,2010
1910,TZA,20,24,2126,2010
1911,TZA,25,29,1801,2010
1912,TZA,30,34,1486,2010
1913,TZA,35,39,1169,2010
1914,TZA,40,44,910,2010
1915,TZA,45,49,726,2010
1916,TZA,50,54,597,2010
1917,TZA,55,59,490,2010
1918,TZA,60,64,405,2010
1919,TZA,65,69,312,2010
1920,TZA,70,74,216,2010
1921,TZA,75,79,136,2010
1922,TZA,80,84,64,2010
1926,TZA,80,NA,NA,2010
1923,TZA,85,89,27,2010
1924,TZA,90,94,7,2010
1925,TZA,95,99,1,2010
1927,TZA,15,19,2811,2015
1928,TZA,20,24,2441,2015
1929,TZA,25,29,2078,2015
1930,TZA,30,34,1751,2015
1931,TZA,35,39,1434,2015
1932,TZA,40,44,1120,2015
1933,TZA,45,49,871,2015
1934,TZA,50,54,692,2015
1935,TZA,55,59,565,2015
1936,TZA,60,64,457,2015
1937,TZA,65,69,365,2015
1938,TZA,70,74,264,2015
1939,TZA,75,79,164,2015
1940,TZA,80,84,86,2015
1944,TZA,80,NA,NA,2015
1941,TZA,85,89,31,2015
1942,TZA,90,94,9,2015
1943,TZA,95,99,1,2015
1729,UGA,15,19,919,1990
1730,UGA,20,24,764,1990
1731,UGA,25,29,620,1990
1732,UGA,30,34,506,1990
1733,UGA,35,39,418,1990
1734,UGA,40,44,325,1990
1735,UGA,45,49,264,1990
1736,UGA,50,54,198,1990
1737,UGA,55,59,191,1990
1738,UGA,60,64,151,1990
1739,UGA,65,69,112,1990
1740,UGA,70,74,73,1990
1741,UGA,75,79,41,1990
1742,UGA,80,84,19,1990
1746,UGA,80,NA,NA,1990
1743,UGA,85,89,7,1990
1744,UGA,90,94,1,1990
1745,UGA,95,99,0,1990
1747,UGA,15,19,1098,1995
1748,UGA,20,24,903,1995
1749,UGA,25,29,737,1995
1750,UGA,30,34,585,1995
1751,UGA,35,39,470,1995
1752,UGA,40,44,386,1995
1753,UGA,45,49,301,1995
1754,UGA,50,54,243,1995
1755,UGA,55,59,181,1995
1756,UGA,60,64,171,1995
1757,UGA,65,69,129,1995
1758,UGA,70,74,88,1995
1759,UGA,75,79,50,1995
1760,UGA,80,84,23,1995
1764,UGA,80,NA,NA,1995
1761,UGA,85,89,8,1995
1762,UGA,90,94,2,1995
1763,UGA,95,99,0,1995
1765,UGA,15,19,1306,2000
1766,UGA,20,24,1073,2000
1767,UGA,25,29,867,2000
1768,UGA,30,34,684,2000
1769,UGA,35,39,527,2000
1770,UGA,40,44,420,2000
1771,UGA,45,49,347,2000
1772,UGA,50,54,270,2000
1773,UGA,55,59,218,2000
1774,UGA,60,64,159,2000
1775,UGA,65,69,145,2000
1776,UGA,70,74,101,2000
1777,UGA,75,79,61,2000
1778,UGA,80,84,29,2000
1782,UGA,80,NA,NA,2000
1779,UGA,85,89,10,2000
1780,UGA,90,94,2,2000
1781,UGA,95,99,0,2000
1783,UGA,15,19,1563,2005
1784,UGA,20,24,1284,2005
1785,UGA,25,29,1044,2005
1786,UGA,30,34,825,2005
1787,UGA,35,39,630,2005
1788,UGA,40,44,477,2005
1789,UGA,45,49,382,2005
1790,UGA,50,54,317,2005
1791,UGA,55,59,247,2005
1792,UGA,60,64,196,2005
1793,UGA,65,69,138,2005
1794,UGA,70,74,116,2005
1795,UGA,75,79,72,2005
1796,UGA,80,84,36,2005
1800,UGA,80,NA,NA,2005
1797,UGA,85,89,13,2005
1798,UGA,90,94,3,2005
1799,UGA,95,99,0,2005
1801,UGA,15,19,1883,2010
1802,UGA,20,24,1532,2010
1803,UGA,25,29,1248,2010
1804,UGA,30,34,1004,2010
1805,UGA,35,39,779,2010
1806,UGA,40,44,586,2010
1807,UGA,45,49,443,2010
1808,UGA,50,54,354,2010
1809,UGA,55,59,293,2010
1810,UGA,60,64,224,2010
1811,UGA,65,69,172,2010
1812,UGA,70,74,113,2010
1813,UGA,75,79,85,2010
1814,UGA,80,84,44,2010
1818,UGA,80,NA,NA,2010
1815,UGA,85,89,16,2010
1816,UGA,90,94,4,2010
1817,UGA,95,99,1,2010
1819,UGA,15,19,2236,2015
1820,UGA,20,24,1849,2015
1821,UGA,25,29,1495,2015
1822,UGA,30,34,1211,2015
1823,UGA,35,39,967,2015
1824,UGA,40,44,745,2015
1825,UGA,45,49,557,2015
1826,UGA,50,54,419,2015
1827,UGA,55,59,332,2015
1828,UGA,60,64,269,2015
1829,UGA,65,69,199,2015
1830,UGA,70,74,142,2015
1831,UGA,75,79,83,2015
1832,UGA,80,84,52,2015
1836,UGA,80,NA,NA,2015
1833,UGA,85,89,20,2015
1834,UGA,90,94,5,2015
1835,UGA,95,99,1,2015
12637,UKR,15,19,1786,1990
12638,UKR,20,24,1647,1990
12639,UKR,25,29,1830,1990
12640,UKR,30,34,1956,1990
12641,UKR,35,39,2075,1990
12642,UKR,40,44,1626,1990
12643,UKR,45,49,1396,1990
12644,UKR,50,54,2144,1990
12645,UKR,55,59,1460,1990
12646,UKR,60,64,1908,1990
12647,UKR,65,69,1504,1990
12648,UKR,70,74,913,1990
12649,UKR,75,79,1012,1990
12650,UKR,80,84,588,1990
12654,UKR,80,NA,NA,1990
12651,UKR,85,89,240,1990
12652,UKR,90,94,65,1990
12653,UKR,95,99,14,1990
12655,UKR,15,19,1834,1995
12656,UKR,20,24,1752,1995
12657,UKR,25,29,1646,1995
12658,UKR,30,34,1848,1995
12659,UKR,35,39,1966,1995
12660,UKR,40,44,2069,1995
12661,UKR,45,49,1610,1995
12662,UKR,50,54,1372,1995
12663,UKR,55,59,2077,1995
12664,UKR,60,64,1376,1995
12665,UKR,65,69,1732,1995
12666,UKR,70,74,1280,1995
12667,UKR,75,79,692,1995
12668,UKR,80,84,616,1995
12672,UKR,80,NA,NA,1995
12669,UKR,85,89,278,1995
12670,UKR,90,94,75,1995
12671,UKR,95,99,12,1995
12673,UKR,15,19,1854,2000
12674,UKR,20,24,1790,2000
12675,UKR,25,29,1697,2000
12676,UKR,30,34,1615,2000
12677,UKR,35,39,1814,2000
12678,UKR,40,44,1924,2000
12679,UKR,45,49,2014,2000
12680,UKR,50,54,1554,2000
12681,UKR,55,59,1313,2000
12682,UKR,60,64,1950,2000
12683,UKR,65,69,1243,2000
12684,UKR,70,74,1474,2000
12685,UKR,75,79,975,2000
12686,UKR,80,84,438,2000
12690,UKR,80,NA,NA,2000
12687,UKR,85,89,285,2000
12688,UKR,90,94,82,2000
12689,UKR,95,99,13,2000
12691,UKR,15,19,1674,2005
12692,UKR,20,24,1842,2005
12693,UKR,25,29,1766,2005
12694,UKR,30,34,1671,2005
12695,UKR,35,39,1593,2005
12696,UKR,40,44,1786,2005
12697,UKR,45,49,1883,2005
12698,UKR,50,54,1953,2005
12699,UKR,55,59,1487,2005
12700,UKR,60,64,1232,2005
12701,UKR,65,69,1775,2005
12702,UKR,70,74,1063,2005
12703,UKR,75,79,1140,2005
12704,UKR,80,84,631,2005
12708,UKR,80,NA,NA,2005
12705,UKR,85,89,208,2005
12706,UKR,90,94,86,2005
12707,UKR,95,99,14,2005
12709,UKR,15,19,1339,2010
12710,UKR,20,24,1764,2010
12711,UKR,25,29,1815,2010
12712,UKR,30,34,1748,2010
12713,UKR,35,39,1644,2010
12714,UKR,40,44,1560,2010
12715,UKR,45,49,1812,2010
12716,UKR,50,54,1837,2010
12717,UKR,55,59,1826,2010
12718,UKR,60,64,1391,2010
12719,UKR,65,69,1178,2010
12720,UKR,70,74,1562,2010
12721,UKR,75,79,834,2010
12722,UKR,80,84,799,2010
12726,UKR,80,NA,NA,2010
12723,UKR,85,89,313,2010
12724,UKR,90,94,70,2010
12725,UKR,95,99,17,2010
12727,UKR,15,19,1032,2015
12728,UKR,20,24,1329,2015
12729,UKR,25,29,1751,2015
12730,UKR,30,34,1798,2015
12731,UKR,35,39,1726,2015
12732,UKR,40,44,1619,2015
12733,UKR,45,49,1529,2015
12734,UKR,50,54,1767,2015
12735,UKR,55,59,1774,2015
12736,UKR,60,64,1735,2015
12737,UKR,65,69,1286,2015
12738,UKR,70,74,1036,2015
12739,UKR,75,79,1258,2015
12740,UKR,80,84,570,2015
12744,UKR,80,NA,NA,2015
12741,UKR,85,89,420,2015
12742,UKR,90,94,110,2015
12743,UKR,95,99,14,2015
19765,URY,15,19,128,1990
19766,URY,20,24,115,1990
19767,URY,25,29,115,1990
19768,URY,30,34,110,1990
19769,URY,35,39,98,1990
19770,URY,40,44,92,1990
19771,URY,45,49,86,1990
19772,URY,50,54,83,1990
19773,URY,55,59,85,1990
19774,URY,60,64,81,1990
19775,URY,65,69,69,1990
19776,URY,70,74,53,1990
19777,URY,75,79,45,1990
19778,URY,80,84,27,1990
19782,URY,80,NA,NA,1990
19779,URY,85,89,13,1990
19780,URY,90,94,5,1990
19781,URY,95,99,1,1990
19783,URY,15,19,135,1995
19784,URY,20,24,126,1995
19785,URY,25,29,113,1995
19786,URY,30,34,113,1995
19787,URY,35,39,108,1995
19788,URY,40,44,96,1995
19789,URY,45,49,91,1995
19790,URY,50,54,84,1995
19791,URY,55,59,81,1995
19792,URY,60,64,81,1995
19793,URY,65,69,76,1995
19794,URY,70,74,62,1995
19795,URY,75,79,45,1995
19796,URY,80,84,33,1995
19800,URY,80,NA,NA,1995
19797,URY,85,89,16,1995
19798,URY,90,94,6,1995
19799,URY,95,99,2,1995
19801,URY,15,19,125,2000
19802,URY,20,24,133,2000
19803,URY,25,29,124,2000
19804,URY,30,34,111,2000
19805,URY,35,39,112,2000
19806,URY,40,44,107,2000
19807,URY,45,49,95,2000
19808,URY,50,54,89,2000
19809,URY,55,59,82,2000
19810,URY,60,64,77,2000
19811,URY,65,69,76,2000
19812,URY,70,74,69,2000
19813,URY,75,79,52,2000
19814,URY,80,84,34,2000
19818,URY,80,NA,NA,2000
19815,URY,85,89,20,2000
19816,URY,90,94,7,2000
19817,URY,95,99,2,2000
19819,URY,15,19,126,2005
19820,URY,20,24,118,2005
19821,URY,25,29,125,2005
19822,URY,30,34,117,2005
19823,URY,35,39,107,2005
19824,URY,40,44,109,2005
19825,URY,45,49,104,2005
19826,URY,50,54,92,2005
19827,URY,55,59,85,2005
19828,URY,60,64,78,2005
19829,URY,65,69,72,2005
19830,URY,70,74,69,2005
19831,URY,75,79,59,2005
19832,URY,80,84,40,2005
19836,URY,80,NA,NA,2005
19833,URY,85,89,21,2005
19834,URY,90,94,10,2005
19835,URY,95,99,3,2005
19837,URY,15,19,131,2010
19838,URY,20,24,123,2010
19839,URY,25,29,114,2010
19840,URY,30,34,121,2010
19841,URY,35,39,115,2010
19842,URY,40,44,105,2010
19843,URY,45,49,107,2010
19844,URY,50,54,102,2010
19845,URY,55,59,89,2010
19846,URY,60,64,82,2010
19847,URY,65,69,73,2010
19848,URY,70,74,66,2010
19849,URY,75,79,59,2010
19850,URY,80,84,46,2010
19854,URY,80,NA,NA,2010
19851,URY,85,89,28,2010
19852,URY,90,94,12,2010
19853,URY,95,99,4,2010
19855,URY,15,19,127,2015
19856,URY,20,24,128,2015
19857,URY,25,29,120,2015
19858,URY,30,34,112,2015
19859,URY,35,39,120,2015
19860,URY,40,44,113,2015
19861,URY,45,49,103,2015
19862,URY,50,54,104,2015
19863,URY,55,59,99,2015
19864,URY,60,64,86,2015
19865,URY,65,69,77,2015
19866,URY,70,74,66,2015
19867,URY,75,79,57,2015
19868,URY,80,84,48,2015
19872,URY,80,NA,NA,2015
19869,URY,85,89,33,2015
19870,URY,90,94,16,2015
19871,URY,95,99,5,2015
20089,USA,15,19,8739,1990
20090,USA,20,24,9435,1990
20091,USA,25,29,10487,1990
20092,USA,30,34,11042,1990
20093,USA,35,39,10165,1990
20094,USA,40,44,9062,1990
20095,USA,45,49,7099,1990
20096,USA,50,54,5889,1990
20097,USA,55,59,5485,1990
20098,USA,60,64,5708,1990
20099,USA,65,69,5563,1990
20100,USA,70,74,4648,1990
20101,USA,75,79,3733,1990
20102,USA,80,84,2678,1990
20106,USA,80,NA,NA,1990
20103,USA,85,89,1538,1990
20104,USA,90,94,589,1990
20105,USA,95,99,173,1990
20107,USA,15,19,8913,1995
20108,USA,20,24,8962,1995
20109,USA,25,29,9673,1995
20110,USA,30,34,10906,1995
20111,USA,35,39,11138,1995
20112,USA,40,44,10174,1995
20113,USA,45,49,8871,1995
20114,USA,50,54,7044,1995
20115,USA,55,59,5748,1995
20116,USA,60,64,5291,1995
20117,USA,65,69,5390,1995
20118,USA,70,74,4960,1995
20119,USA,75,79,3980,1995
20120,USA,80,84,2774,1995
20124,USA,80,NA,NA,1995
20121,USA,85,89,1760,1995
20122,USA,90,94,765,1995
20123,USA,95,99,191,1995
20125,USA,15,19,9718,2000
20126,USA,20,24,9341,2000
20127,USA,25,29,9526,2000
20128,USA,30,34,10107,2000
20129,USA,35,39,11142,2000
20130,USA,40,44,11209,2000
20131,USA,45,49,10227,2000
20132,USA,50,54,8970,2000
20133,USA,55,59,6957,2000
20134,USA,60,64,5646,2000
20135,USA,65,69,5074,2000
20136,USA,70,74,4908,2000
20137,USA,75,79,4331,2000
20138,USA,80,84,3129,2000
20142,USA,80,NA,NA,2000
20139,USA,85,89,1808,2000
20140,USA,90,94,851,2000
20141,USA,95,99,235,2000
20143,USA,15,19,10469,2005
20144,USA,20,24,10068,2005
20145,USA,25,29,9672,2005
20146,USA,30,34,9797,2005
20147,USA,35,39,10302,2005
20148,USA,40,44,11195,2005
20149,USA,45,49,11185,2005
20150,USA,50,54,10181,2005
20151,USA,55,59,8875,2005
20152,USA,60,64,6794,2005
20153,USA,65,69,5416,2005
20154,USA,70,74,4681,2005
20155,USA,75,79,4261,2005
20156,USA,80,84,3307,2005
20160,USA,80,NA,NA,2005
20157,USA,85,89,2047,2005
20158,USA,90,94,867,2005
20159,USA,95,99,253,2005
20161,USA,15,19,10779,2010
20162,USA,20,24,10616,2010
20163,USA,25,29,10274,2010
20164,USA,30,34,9907,2010
20165,USA,35,39,9990,2010
20166,USA,40,44,10363,2010
20167,USA,45,49,11178,2010
20168,USA,50,54,11181,2010
20169,USA,55,59,10095,2010
20170,USA,60,64,8679,2010
20171,USA,65,69,6540,2010
20172,USA,70,74,5012,2010
20173,USA,75,79,4095,2010
20174,USA,80,84,3466,2010
20178,USA,80,NA,NA,2010
20175,USA,85,89,2250,2010
20176,USA,90,94,1034,2010
20177,USA,95,99,275,2010
20179,USA,15,19,10421,2015
20180,USA,20,24,11213,2015
20181,USA,25,29,11009,2015
20182,USA,30,34,10547,2015
20183,USA,35,39,10067,2015
20184,USA,40,44,10059,2015
20185,USA,45,49,10346,2015
20186,USA,50,54,11060,2015
20187,USA,55,59,10963,2015
20188,USA,60,64,9796,2015
20189,USA,65,69,8284,2015
20190,USA,70,74,6073,2015
20191,USA,75,79,4445,2015
20192,USA,80,84,3344,2015
20196,USA,80,NA,NA,2015
20193,USA,85,89,2423,2015
20194,USA,90,94,1175,2015
20195,USA,95,99,341,2015
7453,UZB,15,19,1030,1990
7454,UZB,20,24,913,1990
7455,UZB,25,29,920,1990
7456,UZB,30,34,760,1990
7457,UZB,35,39,569,1990
7458,UZB,40,44,326,1990
7459,UZB,45,49,286,1990
7460,UZB,50,54,328,1990
7461,UZB,55,59,290,1990
7462,UZB,60,64,276,1990
7463,UZB,65,69,192,1990
7464,UZB,70,74,123,1990
7465,UZB,75,79,103,1990
7466,UZB,80,84,61,1990
7470,UZB,80,NA,NA,1990
7467,UZB,85,89,44,1990
7468,UZB,90,94,13,1990
7469,UZB,95,99,4,1990
7471,UZB,15,19,1140,1995
7472,UZB,20,24,999,1995
7473,UZB,25,29,883,1995
7474,UZB,30,34,891,1995
7475,UZB,35,39,738,1995
7476,UZB,40,44,552,1995
7477,UZB,45,49,313,1995
7478,UZB,50,54,272,1995
7479,UZB,55,59,309,1995
7480,UZB,60,64,266,1995
7481,UZB,65,69,244,1995
7482,UZB,70,74,159,1995
7483,UZB,75,79,91,1995
7484,UZB,80,84,70,1995
7488,UZB,80,NA,NA,1995
7485,UZB,85,89,34,1995
7486,UZB,90,94,18,1995
7487,UZB,95,99,4,1995
7489,UZB,15,19,1336,2000
7490,UZB,20,24,1119,2000
7491,UZB,25,29,983,2000
7492,UZB,30,34,871,2000
7493,UZB,35,39,876,2000
7494,UZB,40,44,724,2000
7495,UZB,45,49,535,2000
7496,UZB,50,54,298,2000
7497,UZB,55,59,255,2000
7498,UZB,60,64,284,2000
7499,UZB,65,69,235,2000
7500,UZB,70,74,203,2000
7501,UZB,75,79,120,2000
7502,UZB,80,84,62,2000
7506,UZB,80,NA,NA,2000
7503,UZB,85,89,40,2000
7504,UZB,90,94,15,2000
7505,UZB,95,99,6,2000
7507,UZB,15,19,1540,2005
7508,UZB,20,24,1315,2005
7509,UZB,25,29,1098,2005
7510,UZB,30,34,971,2005
7511,UZB,35,39,862,2005
7512,UZB,40,44,862,2005
7513,UZB,45,49,706,2005
7514,UZB,50,54,515,2005
7515,UZB,55,59,280,2005
7516,UZB,60,64,233,2005
7517,UZB,65,69,251,2005
7518,UZB,70,74,196,2005
7519,UZB,75,79,155,2005
7520,UZB,80,84,82,2005
7524,UZB,80,NA,NA,2005
7521,UZB,85,89,35,2005
7522,UZB,90,94,17,2005
7523,UZB,95,99,5,2005
7525,UZB,15,19,1570,2010
7526,UZB,20,24,1529,2010
7527,UZB,25,29,1303,2010
7528,UZB,30,34,1088,2010
7529,UZB,35,39,961,2010
7530,UZB,40,44,851,2010
7531,UZB,45,49,843,2010
7532,UZB,50,54,685,2010
7533,UZB,55,59,490,2010
7534,UZB,60,64,257,2010
7535,UZB,65,69,205,2010
7536,UZB,70,74,209,2010
7537,UZB,75,79,149,2010
7538,UZB,80,84,106,2010
7542,UZB,80,NA,NA,2010
7539,UZB,85,89,47,2010
7540,UZB,90,94,15,2010
7541,UZB,95,99,5,2010
7543,UZB,15,19,1373,2015
7544,UZB,20,24,1561,2015
7545,UZB,25,29,1519,2015
7546,UZB,30,34,1295,2015
7547,UZB,35,39,1079,2015
7548,UZB,40,44,951,2015
7549,UZB,45,49,838,2015
7550,UZB,50,54,825,2015
7551,UZB,55,59,662,2015
7552,UZB,60,64,463,2015
7553,UZB,65,69,232,2015
7554,UZB,70,74,174,2015
7555,UZB,75,79,162,2015
7556,UZB,80,84,100,2015
7560,UZB,80,NA,NA,2015
7557,UZB,85,89,59,2015
7558,UZB,90,94,21,2015
7559,UZB,95,99,5,2015
17389,VCT,15,19,6,1990
17390,VCT,20,24,5,1990
17391,VCT,25,29,5,1990
17392,VCT,30,34,4,1990
17393,VCT,35,39,3,1990
17394,VCT,40,44,2,1990
17395,VCT,45,49,1,1990
17396,VCT,50,54,2,1990
17397,VCT,55,59,1,1990
17398,VCT,60,64,1,1990
17399,VCT,65,69,1,1990
17400,VCT,70,74,1,1990
17401,VCT,75,79,1,1990
17402,VCT,80,84,0,1990
17406,VCT,80,NA,NA,1990
17403,VCT,85,89,0,1990
17404,VCT,90,94,0,1990
17405,VCT,95,99,0,1990
17407,VCT,15,19,6,1995
17408,VCT,20,24,5,1995
17409,VCT,25,29,4,1995
17410,VCT,30,34,4,1995
17411,VCT,35,39,3,1995
17412,VCT,40,44,2,1995
17413,VCT,45,49,2,1995
17414,VCT,50,54,1,1995
17415,VCT,55,59,2,1995
17416,VCT,60,64,1,1995
17417,VCT,65,69,1,1995
17418,VCT,70,74,1,1995
17419,VCT,75,79,1,1995
17420,VCT,80,84,0,1995
17424,VCT,80,NA,NA,1995
17421,VCT,85,89,0,1995
17422,VCT,90,94,0,1995
17423,VCT,95,99,0,1995
17425,VCT,15,19,6,2000
17426,VCT,20,24,5,2000
17427,VCT,25,29,4,2000
17428,VCT,30,34,4,2000
17429,VCT,35,39,4,2000
17430,VCT,40,44,3,2000
17431,VCT,45,49,2,2000
17432,VCT,50,54,2,2000
17433,VCT,55,59,1,2000
17434,VCT,60,64,2,2000
17435,VCT,65,69,1,2000
17436,VCT,70,74,1,2000
17437,VCT,75,79,1,2000
17438,VCT,80,84,1,2000
17442,VCT,80,NA,NA,2000
17439,VCT,85,89,0,2000
17440,VCT,90,94,0,2000
17441,VCT,95,99,0,2000
17443,VCT,15,19,5,2005
17444,VCT,20,24,5,2005
17445,VCT,25,29,4,2005
17446,VCT,30,34,4,2005
17447,VCT,35,39,4,2005
17448,VCT,40,44,4,2005
17449,VCT,45,49,3,2005
17450,VCT,50,54,2,2005
17451,VCT,55,59,2,2005
17452,VCT,60,64,1,2005
17453,VCT,65,69,1,2005
17454,VCT,70,74,1,2005
17455,VCT,75,79,1,2005
17456,VCT,80,84,1,2005
17460,VCT,80,NA,NA,2005
17457,VCT,85,89,0,2005
17458,VCT,90,94,0,2005
17459,VCT,95,99,0,2005
17461,VCT,15,19,5,2010
17462,VCT,20,24,5,2010
17463,VCT,25,29,5,2010
17464,VCT,30,34,4,2010
17465,VCT,35,39,4,2010
17466,VCT,40,44,3,2010
17467,VCT,45,49,4,2010
17468,VCT,50,54,3,2010
17469,VCT,55,59,2,2010
17470,VCT,60,64,2,2010
17471,VCT,65,69,1,2010
17472,VCT,70,74,1,2010
17473,VCT,75,79,1,2010
17474,VCT,80,84,0,2010
17478,VCT,80,NA,NA,2010
17475,VCT,85,89,0,2010
17476,VCT,90,94,0,2010
17477,VCT,95,99,0,2010
17479,VCT,15,19,5,2015
17480,VCT,20,24,5,2015
17481,VCT,25,29,4,2015
17482,VCT,30,34,4,2015
17483,VCT,35,39,4,2015
17484,VCT,40,44,3,2015
17485,VCT,45,49,3,2015
17486,VCT,50,54,3,2015
17487,VCT,55,59,3,2015
17488,VCT,60,64,2,2015
17489,VCT,65,69,1,2015
17490,VCT,70,74,1,2015
17491,VCT,75,79,1,2015
17492,VCT,80,84,1,2015
17496,VCT,80,NA,NA,2015
17493,VCT,85,89,0,2015
17494,VCT,90,94,0,2015
17495,VCT,95,99,0,2015
19873,VEN,15,19,989,1990
19874,VEN,20,24,966,1990
19875,VEN,25,29,900,1990
19876,VEN,30,34,717,1990
19877,VEN,35,39,571,1990
19878,VEN,40,44,468,1990
19879,VEN,45,49,381,1990
19880,VEN,50,54,313,1990
19881,VEN,55,59,257,1990
19882,VEN,60,64,205,1990
19883,VEN,65,69,155,1990
19884,VEN,70,74,107,1990
19885,VEN,75,79,68,1990
19886,VEN,80,84,38,1990
19890,VEN,80,NA,NA,1990
19887,VEN,85,89,18,1990
19888,VEN,90,94,7,1990
19889,VEN,95,99,2,1990
19891,VEN,15,19,1110,1995
19892,VEN,20,24,986,1995
19893,VEN,25,29,963,1995
19894,VEN,30,34,895,1995
19895,VEN,35,39,712,1995
19896,VEN,40,44,565,1995
19897,VEN,45,49,461,1995
19898,VEN,50,54,372,1995
19899,VEN,55,59,302,1995
19900,VEN,60,64,240,1995
19901,VEN,65,69,182,1995
19902,VEN,70,74,127,1995
19903,VEN,75,79,81,1995
19904,VEN,80,84,47,1995
19908,VEN,80,NA,NA,1995
