"","iso3","loage","hiage","women","year"
"1145687","THA",50,54,1245.553,1995
"1145688","THA",55,59,1164.155,1995
"1145689","THA",60,64,937.133,1995
"1145690","THA",65,69,714.516,1995
"1145691","THA",70,74,464.425,1995
"1145692","THA",75,79,296.47,1995
"1145693","THA",80,84,175.969,1995
"1145694","THA",85,89,85.707,1995
"1145695","THA",90,94,30.709,1995
"1145696","THA",95,99,7.522,1995
"1145697","THA",100,104,1.066,1995
"1145785","THA",15,19,2675.659,2000
"1145786","THA",20,24,2625.516,2000
"1145787","THA",25,29,2750.263,2000
"1145788","THA",30,34,2928.828,2000
"1145789","THA",35,39,2762.731,2000
"1145790","THA",40,44,2555.702,2000
"1145791","THA",45,49,2078.561,2000
"1145792","THA",50,54,1535.37,2000
"1145793","THA",55,59,1205.562,2000
"1145794","THA",60,64,1107.322,2000
"1145795","THA",65,69,868.901,2000
"1145796","THA",70,74,634.069,2000
"1145797","THA",75,79,383.838,2000
"1145798","THA",80,84,213.642,2000
"1145799","THA",85,89,103.14,2000
"1145800","THA",90,94,38.75,2000
"1145801","THA",95,99,9.561,2000
"1145802","THA",100,104,1.524,2000
"1145890","THA",15,19,2528.388,2005
"1145891","THA",20,24,2614.029,2005
"1145892","THA",25,29,2663.37,2005
"1145893","THA",30,34,2835.56,2005
"1145894","THA",35,39,2990.993,2005
"1145895","THA",40,44,2787.6,2005
"1145896","THA",45,49,2534.166,2005
"1145897","THA",50,54,2019.723,2005
"1145898","THA",55,59,1498.076,2005
"1145899","THA",60,64,1169.8,2005
"1145900","THA",65,69,1031.625,2005
"1145901","THA",70,74,775.659,2005
"1145902","THA",75,79,526.899,2005
"1145903","THA",80,84,280.528,2005
"1145904","THA",85,89,128.046,2005
"1145905","THA",90,94,46.528,2005
"1145906","THA",95,99,11.709,2005
"1145907","THA",100,104,1.835,2005
"1145995","THA",15,19,2404.526,2010
"1145996","THA",20,24,2366.121,2010
"1145997","THA",25,29,2537.465,2010
"1145998","THA",30,34,2742.738,2010
"1145999","THA",35,39,2925.712,2010
"1146000","THA",40,44,3028.43,2010
"1146001","THA",45,49,2789.571,2010
"1146002","THA",50,54,2490.343,2010
"1146003","THA",55,59,1938.968,2010
"1146004","THA",60,64,1442.3,2010
"1146005","THA",65,69,1113.163,2010
"1146006","THA",70,74,924.399,2010
"1146007","THA",75,79,649.203,2010
"1146008","THA",80,84,390.373,2010
"1146009","THA",85,89,171.073,2010
"1146010","THA",90,94,59.732,2010
"1146011","THA",95,99,14.629,2010
"1146012","THA",100,104,2.332,2010
"1146100","THA",15,19,2356.086,2015
"1146101","THA",20,24,2391.553,2015
"1146102","THA",25,29,2234.45,2015
"1146103","THA",30,34,2408.067,2015
"1146104","THA",35,39,2745.376,2015
"1146105","THA",40,44,2953.863,2015
"1146106","THA",45,49,2983.2,2015
"1146107","THA",50,54,2732.699,2015
"1146108","THA",55,59,2404.532,2015
"1146109","THA",60,64,1853.295,2015
"1146110","THA",65,69,1373.337,2015
"1146111","THA",70,74,1031.378,2015
"1146112","THA",75,79,797.32,2015
"1146113","THA",80,84,511.91,2015
"1146114","THA",85,89,265.455,2015
"1146115","THA",90,94,87.306,2015
"1146116","THA",95,99,21.646,2015
"1146117","THA",100,104,3.585,2015
"1146163","THA",15,19,2226.537,2018
"1146164","THA",20,24,2404.139,2018
"1146165","THA",25,29,2327.736,2018
"1146166","THA",30,34,2262.696,2018
"1146167","THA",35,39,2534.926,2018
"1146168","THA",40,44,2838.889,2018
"1146169","THA",45,49,2975.49,2018
"1146170","THA",50,54,2879.746,2018
"1146171","THA",55,59,2580.576,2018
"1146172","THA",60,64,2150.787,2018
"1146173","THA",65,69,1589.107,2018
"1146174","THA",70,74,1152.332,2018
"1146175","THA",75,79,847.588,2018
"1146176","THA",80,84,586.687,2018
"1146177","THA",85,89,315.385,2018
"1146178","THA",90,94,124.69,2018
"1146179","THA",95,99,31.697,2018
"1146180","THA",100,104,4.926,2018
"1146205","THA",15,19,2133.66,2020
"1146206","THA",20,24,2357.993,2020
"1146207","THA",25,29,2395.209,2020
"1146208","THA",30,34,2234.972,2020
"1146209","THA",35,39,2401.26,2020
"1146210","THA",40,44,2728.488,2020
"1146211","THA",45,49,2925.115,2020
"1146212","THA",50,54,2940.319,2020
"1146213","THA",55,59,2676.632,2020
"1146214","THA",60,64,2328.611,2020
"1146215","THA",65,69,1763.67,2020
"1146216","THA",70,74,1269.43,2020
"1146217","THA",75,79,901.462,2020
"1146218","THA",80,84,633.731,2020
"1146219","THA",85,89,349.288,2020
"1146220","THA",90,94,144.02,2020
"1146221","THA",95,99,34.688,2020
"1146222","THA",100,104,6.056,2020
"1148746","TLS",15,19,39.01,1990
"1148747","TLS",20,24,36.585,1990
"1148748","TLS",25,29,31.298,1990
"1148749","TLS",30,34,24.706,1990
"1148750","TLS",35,39,18.229,1990
"1148751","TLS",40,44,18.324,1990
"1148752","TLS",45,49,15.388,1990
"1148753","TLS",50,54,13.089,1990
"1148754","TLS",55,59,9.57,1990
"1148755","TLS",60,64,7.966,1990
"1148756","TLS",65,69,5.593,1990
"1148757","TLS",70,74,3.671,1990
"1148758","TLS",75,79,1.773,1990
"1148759","TLS",80,84,0.693,1990
"1148760","TLS",85,89,0.261,1990
"1148761","TLS",90,94,0.044,1990
"1148762","TLS",95,99,0.004,1990
"1148763","TLS",100,104,0,1990
"1148851","TLS",15,19,33.919,1995
"1148852","TLS",20,24,38.075,1995
"1148853","TLS",25,29,35.538,1995
"1148854","TLS",30,34,30.29,1995
"1148855","TLS",35,39,23.81,1995
"1148856","TLS",40,44,17.486,1995
"1148857","TLS",45,49,17.471,1995
"1148858","TLS",50,54,14.487,1995
"1148859","TLS",55,59,12.065,1995
"1148860","TLS",60,64,8.511,1995
"1148861","TLS",65,69,6.691,1995
"1148862","TLS",70,74,4.286,1995
"1148863","TLS",75,79,2.423,1995
"1148864","TLS",80,84,0.929,1995
"1148865","TLS",85,89,0.262,1995
"1148866","TLS",90,94,0.066,1995
"1148867","TLS",95,99,0.006,1995
"1148868","TLS",100,104,0,1995
"1148956","TLS",15,19,42.811,2000
"1148957","TLS",20,24,30.137,2000
"1148958","TLS",25,29,31.35,2000
"1148959","TLS",30,34,27.649,2000
"1148960","TLS",35,39,23.65,2000
"1148961","TLS",40,44,18.829,2000
"1148962","TLS",45,49,13.86,2000
"1148963","TLS",50,54,14.724,2000
"1148964","TLS",55,59,12.34,2000
"1148965","TLS",60,64,10.189,2000
"1148966","TLS",65,69,6.883,2000
"1148967","TLS",70,74,5.046,2000
"1148968","TLS",75,79,2.825,2000
"1148969","TLS",80,84,1.28,2000
"1148970","TLS",85,89,0.359,2000
"1148971","TLS",90,94,0.067,2000
"1148972","TLS",95,99,0.01,2000
"1148973","TLS",100,104,0.001,2000
"1149061","TLS",15,19,51.357,2005
"1149062","TLS",20,24,39.234,2005
"1149063","TLS",25,29,27.327,2005
"1149064","TLS",30,34,30.026,2005
"1149065","TLS",35,39,26.527,2005
"1149066","TLS",40,44,22.702,2005
"1149067","TLS",45,49,18.012,2005
"1149068","TLS",50,54,13.137,2005
"1149069","TLS",55,59,13.792,2005
"1149070","TLS",60,64,11.261,2005
"1149071","TLS",65,69,8.878,2005
"1149072","TLS",70,74,5.537,2005
"1149073","TLS",75,79,3.549,2005
"1149074","TLS",80,84,1.602,2005
"1149075","TLS",85,89,0.527,2005
"1149076","TLS",90,94,0.096,2005
"1149077","TLS",95,99,0.011,2005
"1149078","TLS",100,104,0.001,2005
"1149166","TLS",15,19,62.796,2010
"1149167","TLS",20,24,48.132,2010
"1149168","TLS",25,29,36.141,2010
"1149169","TLS",30,34,24.665,2010
"1149170","TLS",35,39,27.92,2010
"1149171","TLS",40,44,24.918,2010
"1149172","TLS",45,49,21.418,2010
"1149173","TLS",50,54,16.937,2010
"1149174","TLS",55,59,12.215,2010
"1149175","TLS",60,64,12.641,2010
"1149176","TLS",65,69,9.908,2010
"1149177","TLS",70,74,7.237,2010
"1149178","TLS",75,79,3.934,2010
"1149179","TLS",80,84,2.037,2010
"1149180","TLS",85,89,0.676,2010
"1149181","TLS",90,94,0.147,2010
"1149182","TLS",95,99,0.015,2010
"1149183","TLS",100,104,0.001,2010
"1149271","TLS",15,19,67.479,2015
"1149272","TLS",20,24,59.22,2015
"1149273","TLS",25,29,45.751,2015
"1149274","TLS",30,34,34.917,2015
"1149275","TLS",35,39,23.902,2015
"1149276","TLS",40,44,27.254,2015
"1149277","TLS",45,49,24.294,2015
"1149278","TLS",50,54,20.754,2015
"1149279","TLS",55,59,16.156,2015
"1149280","TLS",60,64,11.337,2015
"1149281","TLS",65,69,11.276,2015
"1149282","TLS",70,74,8.199,2015
"1149283","TLS",75,79,5.249,2015
"1149284","TLS",80,84,2.314,2015
"1149285","TLS",85,89,0.881,2015
"1149286","TLS",90,94,0.191,2015
"1149287","TLS",95,99,0.024,2015
"1149288","TLS",100,104,0.001,2015
"1149334","TLS",15,19,72.754,2018
"1149335","TLS",20,24,62.138,2018
"1149336","TLS",25,29,53.008,2018
"1149337","TLS",30,34,40.626,2018
"1149338","TLS",35,39,29.249,2018
"1149339","TLS",40,44,24.012,2018
"1149340","TLS",45,49,26.443,2018
"1149341","TLS",50,54,22.439,2018
"1149342","TLS",55,59,18.464,2018
"1149343","TLS",60,64,13.286,2018
"1149344","TLS",65,69,10.243,2018
"1149345","TLS",70,74,9.155,2018
"1149346","TLS",75,79,5.663,2018
"1149347","TLS",80,84,2.91,2018
"1149348","TLS",85,89,0.984,2018
"1149349","TLS",90,94,0.29,2018
"1149350","TLS",95,99,0.045,2018
"1149351","TLS",100,104,0.002,2018
"1149376","TLS",15,19,75.478,2020
"1149377","TLS",20,24,63.953,2020
"1149378","TLS",25,29,56.841,2020
"1149379","TLS",30,34,44.52,2020
"1149380","TLS",35,39,34.122,2020
"1149381","TLS",40,44,23.304,2020
"1149382","TLS",45,49,26.644,2020
"1149383","TLS",50,54,23.624,2020
"1149384","TLS",55,59,19.895,2020
"1149385","TLS",60,64,15.098,2020
"1149386","TLS",65,69,10.19,2020
"1149387","TLS",70,74,9.453,2020
"1149388","TLS",75,79,6.062,2020
"1149389","TLS",80,84,3.176,2020
"1149390","TLS",85,89,1.039,2020
"1149391","TLS",90,94,0.261,2020
"1149392","TLS",95,99,0.033,2020
"1149393","TLS",100,104,0.002,2020
"1151917","TGO",15,19,203.83,1990
"1151918","TGO",20,24,165.409,1990
"1151919","TGO",25,29,134.291,1990
"1151920","TGO",30,34,109.564,1990
"1151921","TGO",35,39,91.066,1990
"1151922","TGO",40,44,76.59,1990
"1151923","TGO",45,49,64.114,1990
"1151924","TGO",50,54,53.649,1990
"1151925","TGO",55,59,44.178,1990
"1151926","TGO",60,64,35.611,1990
"1151927","TGO",65,69,27.27,1990
"1151928","TGO",70,74,18.899,1990
"1151929","TGO",75,79,11.047,1990
"1151930","TGO",80,84,4.493,1990
"1151931","TGO",85,89,1.159,1990
"1151932","TGO",90,94,0.167,1990
"1151933","TGO",95,99,0.013,1990
"1151934","TGO",100,104,0.001,1990
"1152022","TGO",15,19,239.553,1995
"1152023","TGO",20,24,192.537,1995
"1152024","TGO",25,29,152.622,1995
"1152025","TGO",30,34,123.519,1995
"1152026","TGO",35,39,101.421,1995
"1152027","TGO",40,44,84.93,1995
"1152028","TGO",45,49,71.822,1995
"1152029","TGO",50,54,60.02,1995
"1152030","TGO",55,59,49.669,1995
"1152031","TGO",60,64,39.788,1995
"1152032","TGO",65,69,30.357,1995
"1152033","TGO",70,74,21.051,1995
"1152034","TGO",75,79,12.242,1995
"1152035","TGO",80,84,5.348,1995
"1152036","TGO",85,89,1.422,1995
"1152037","TGO",90,94,0.211,1995
"1152038","TGO",95,99,0.015,1995
"1152039","TGO",100,104,0.001,1995
"1152127","TGO",15,19,281.697,2000
"1152128","TGO",20,24,239.898,2000
"1152129","TGO",25,29,194.571,2000
"1152130","TGO",30,34,154.219,2000
"1152131","TGO",35,39,123.87,2000
"1152132","TGO",40,44,100.669,2000
"1152133","TGO",45,49,83.414,2000
"1152134","TGO",50,54,69.465,2000
"1152135","TGO",55,59,56.729,2000
"1152136","TGO",60,64,45.114,2000
"1152137","TGO",65,69,33.751,2000
"1152138","TGO",70,74,22.987,2000
"1152139","TGO",75,79,13.16,2000
"1152140","TGO",80,84,5.643,2000
"1152141","TGO",85,89,1.572,2000
"1152142","TGO",90,94,0.236,2000
"1152143","TGO",95,99,0.018,2000
"1152144","TGO",100,104,0.001,2000
"1152232","TGO",15,19,306.81,2005
"1152233","TGO",20,24,272.169,2005
"1152234","TGO",25,29,229.871,2005
"1152235","TGO",30,34,186.011,2005
"1152236","TGO",35,39,147.321,2005
"1152237","TGO",40,44,118.186,2005
"1152238","TGO",45,49,95.867,2005
"1152239","TGO",50,54,78.782,2005
"1152240","TGO",55,59,64.44,2005
"1152241","TGO",60,64,50.738,2005
"1152242","TGO",65,69,37.745,2005
"1152243","TGO",70,74,25.212,2005
"1152244","TGO",75,79,14.151,2005
"1152245","TGO",80,84,5.942,2005
"1152246","TGO",85,89,1.63,2005
"1152247","TGO",90,94,0.257,2005
"1152248","TGO",95,99,0.021,2005
"1152249","TGO",100,104,0.001,2005
"1152337","TGO",15,19,329.644,2010
"1152338","TGO",20,24,298.408,2010
"1152339","TGO",25,29,263.285,2010
"1152340","TGO",30,34,221.938,2010
"1152341","TGO",35,39,179.287,2010
"1152342","TGO",40,44,141.61,2010
"1152343","TGO",45,49,113.223,2010
"1152344","TGO",50,54,90.982,2010
"1152345","TGO",55,59,73.383,2010
"1152346","TGO",60,64,57.866,2010
"1152347","TGO",65,69,42.642,2010
"1152348","TGO",70,74,28.348,2010
"1152349","TGO",75,79,15.631,2010
"1152350","TGO",80,84,6.452,2010
"1152351","TGO",85,89,1.732,2010
"1152352","TGO",90,94,0.269,2010
"1152353","TGO",95,99,0.021,2010
"1152354","TGO",100,104,0,2010
"1152442","TGO",15,19,377.876,2015
"1152443","TGO",20,24,322.742,2015
"1152444","TGO",25,29,290.916,2015
"1152445","TGO",30,34,256.256,2015
"1152446","TGO",35,39,215.653,2015
"1152447","TGO",40,44,173.697,2015
"1152448","TGO",45,49,136.677,2015
"1152449","TGO",50,54,108.316,2015
"1152450","TGO",55,59,85.598,2015
"1152451","TGO",60,64,66.872,2015
"1152452","TGO",65,69,49.739,2015
"1152453","TGO",70,74,33.103,2015
"1152454","TGO",75,79,18.434,2015
"1152455","TGO",80,84,7.604,2015
"1152456","TGO",85,89,2.04,2015
"1152457","TGO",90,94,0.314,2015
"1152458","TGO",95,99,0.024,2015
"1152459","TGO",100,104,0,2015
"1152505","TGO",15,19,416.37,2018
"1152506","TGO",20,24,348.417,2018
"1152507","TGO",25,29,303.85,2018
"1152508","TGO",30,34,273.682,2018
"1152509","TGO",35,39,236.627,2018
"1152510","TGO",40,44,195.065,2018
"1152511","TGO",45,49,154.65,2018
"1152512","TGO",50,54,120.942,2018
"1152513","TGO",55,59,94.774,2018
"1152514","TGO",60,64,73.004,2018
"1152515","TGO",65,69,54.045,2018
"1152516","TGO",70,74,36.24,2018
"1152517","TGO",75,79,20.388,2018
"1152518","TGO",80,84,8.863,2018
"1152519","TGO",85,89,2.633,2018
"1152520","TGO",90,94,0.498,2018
"1152521","TGO",95,99,0.06,2018
"1152522","TGO",100,104,0,2018
"1152547","TGO",15,19,443.717,2020
"1152548","TGO",20,24,370.592,2020
"1152549","TGO",25,29,315.163,2020
"1152550","TGO",30,34,283.651,2020
"1152551","TGO",35,39,249.497,2020
"1152552","TGO",40,44,209.402,2020
"1152553","TGO",45,49,168.046,2020
"1152554","TGO",50,54,131.103,2020
"1152555","TGO",55,59,102.25,2020
"1152556","TGO",60,64,78.35,2020
"1152557","TGO",65,69,57.84,2020
"1152558","TGO",70,74,38.952,2020
"1152559","TGO",75,79,21.789,2020
"1152560","TGO",80,84,9.111,2020
"1152561","TGO",85,89,2.453,2020
"1152562","TGO",90,94,0.376,2020
"1152563","TGO",95,99,0.029,2020
"1152564","TGO",100,104,0,2020
"1155088","TON",15,19,5.19,1990
"1155089","TON",20,24,5.398,1990
"1155090","TON",25,29,3.443,1990
"1155091","TON",30,34,2.464,1990
"1155092","TON",35,39,2.375,1990
"1155093","TON",40,44,1.942,1990
"1155094","TON",45,49,1.568,1990
"1155095","TON",50,54,1.485,1990
"1155096","TON",55,59,1.419,1990
"1155097","TON",60,64,1.275,1990
"1155098","TON",65,69,0.911,1990
"1155099","TON",70,74,0.627,1990
"1155100","TON",75,79,0.389,1990
"1155101","TON",80,84,0.213,1990
"1155102","TON",85,89,0.073,1990
"1155103","TON",90,94,0.014,1990
"1155104","TON",95,99,0,1990
"1155105","TON",100,104,0,1990
"1155193","TON",15,19,4.99,1995
"1155194","TON",20,24,4.122,1995
"1155195","TON",25,29,3.89,1995
"1155196","TON",30,34,2.66,1995
"1155197","TON",35,39,2.411,1995
"1155198","TON",40,44,2.256,1995
"1155199","TON",45,49,1.743,1995
"1155200","TON",50,54,1.538,1995
"1155201","TON",55,59,1.486,1995
"1155202","TON",60,64,1.344,1995
"1155203","TON",65,69,1.121,1995
"1155204","TON",70,74,0.758,1995
"1155205","TON",75,79,0.484,1995
"1155206","TON",80,84,0.261,1995
"1155207","TON",85,89,0.075,1995
"1155208","TON",90,94,0.015,1995
"1155209","TON",95,99,0,1995
"1155210","TON",100,104,0,1995
"1155298","TON",15,19,5.409,2000
"1155299","TON",20,24,4.371,2000
"1155300","TON",25,29,3.326,2000
"1155301","TON",30,34,3.135,2000
"1155302","TON",35,39,2.235,2000
"1155303","TON",40,44,2.217,2000
"1155304","TON",45,49,2.044,2000
"1155305","TON",50,54,1.538,2000
"1155306","TON",55,59,1.398,2000
"1155307","TON",60,64,1.3,2000
"1155308","TON",65,69,1.14,2000
"1155309","TON",70,74,0.921,2000
"1155310","TON",75,79,0.578,2000
"1155311","TON",80,84,0.324,2000
"1155312","TON",85,89,0.093,2000
"1155313","TON",90,94,0.014,2000
"1155314","TON",95,99,0,2000
"1155315","TON",100,104,0,2000
"1155403","TON",15,19,4.779,2005
"1155404","TON",20,24,4.7,2005
"1155405","TON",25,29,3.578,2005
"1155406","TON",30,34,3.284,2005
"1155407","TON",35,39,3.172,2005
"1155408","TON",40,44,2.36,2005
"1155409","TON",45,49,2.272,2005
"1155410","TON",50,54,1.655,2005
"1155411","TON",55,59,1.342,2005
"1155412","TON",60,64,1.191,2005
"1155413","TON",65,69,1.093,2005
"1155414","TON",70,74,0.961,2005
"1155415","TON",75,79,0.744,2005
"1155416","TON",80,84,0.412,2005
"1155417","TON",85,89,0.121,2005
"1155418","TON",90,94,0.019,2005
"1155419","TON",95,99,0,2005
"1155420","TON",100,104,0,2005
"1155508","TON",15,19,5.399,2010
"1155509","TON",20,24,4.111,2010
"1155510","TON",25,29,3.921,2010
"1155511","TON",30,34,3.534,2010
"1155512","TON",35,39,3.324,2010
"1155513","TON",40,44,2.661,2010
"1155514","TON",45,49,2.178,2010
"1155515","TON",50,54,2.099,2010
"1155516","TON",55,59,1.415,2010
"1155517","TON",60,64,1.202,2010
"1155518","TON",65,69,0.983,2010
"1155519","TON",70,74,0.877,2010
"1155520","TON",75,79,0.755,2010
"1155521","TON",80,84,0.532,2010
"1155522","TON",85,89,0.167,2010
"1155523","TON",90,94,0.03,2010
"1155524","TON",95,99,0.002,2010
"1155525","TON",100,104,0,2010
"1155613","TON",15,19,5.071,2015
"1155614","TON",20,24,4.128,2015
"1155615","TON",25,29,3.512,2015
"1155616","TON",30,34,3.508,2015
"1155617","TON",35,39,2.944,2015
"1155618","TON",40,44,2.729,2015
"1155619","TON",45,49,2.548,2015
"1155620","TON",50,54,2.012,2015
"1155621","TON",55,59,1.679,2015
"1155622","TON",60,64,1.394,2015
"1155623","TON",65,69,1.069,2015
"1155624","TON",70,74,0.867,2015
"1155625","TON",75,79,0.669,2015
"1155626","TON",80,84,0.409,2015
"1155627","TON",85,89,0.22,2015
"1155628","TON",90,94,0.041,2015
"1155629","TON",95,99,0.004,2015
"1155630","TON",100,104,0,2015
"1155676","TON",15,19,5.323,2018
"1155677","TON",20,24,4.414,2018
"1155678","TON",25,29,3.579,2018
"1155679","TON",30,34,3.328,2018
"1155680","TON",35,39,3.195,2018
"1155681","TON",40,44,2.721,2018
"1155682","TON",45,49,2.601,2018
"1155683","TON",50,54,2.28,2018
"1155684","TON",55,59,1.785,2018
"1155685","TON",60,64,1.486,2018
"1155686","TON",65,69,1.158,2018
"1155687","TON",70,74,0.85,2018
"1155688","TON",75,79,0.636,2018
"1155689","TON",80,84,0.402,2018
"1155690","TON",85,89,0.196,2018
"1155691","TON",90,94,0.07,2018
"1155692","TON",95,99,0.008,2018
"1155693","TON",100,104,0,2018
"1155718","TON",15,19,5.494,2020
"1155719","TON",20,24,4.65,2020
"1155720","TON",25,29,3.735,2020
"1155721","TON",30,34,3.221,2020
"1155722","TON",35,39,3.3,2020
"1155723","TON",40,44,2.796,2020
"1155724","TON",45,49,2.613,2020
"1155725","TON",50,54,2.442,2020
"1155726","TON",55,59,1.916,2020
"1155727","TON",60,64,1.567,2020
"1155728","TON",65,69,1.247,2020
"1155729","TON",70,74,0.884,2020
"1155730","TON",75,79,0.632,2020
"1155731","TON",80,84,0.392,2020
"1155732","TON",85,89,0.17,2020
"1155733","TON",90,94,0.054,2020
"1155734","TON",95,99,0.005,2020
"1155735","TON",100,104,0,2020
"1158259","TTO",15,19,57.12,1990
"1158260","TTO",20,24,51.884,1990
"1158261","TTO",25,29,56.777,1990
"1158262","TTO",30,34,47.47,1990
"1158263","TTO",35,39,40.452,1990
"1158264","TTO",40,44,32.758,1990
"1158265","TTO",45,49,27.586,1990
"1158266","TTO",50,54,22.267,1990
"1158267","TTO",55,59,18.636,1990
"1158268","TTO",60,64,16.528,1990
"1158269","TTO",65,69,13.746,1990
"1158270","TTO",70,74,10.549,1990
"1158271","TTO",75,79,7.873,1990
"1158272","TTO",80,84,4.647,1990
"1158273","TTO",85,89,1.663,1990
"1158274","TTO",90,94,0.372,1990
"1158275","TTO",95,99,0.041,1990
"1158276","TTO",100,104,0.002,1990
"1158364","TTO",15,19,60.251,1995
"1158365","TTO",20,24,52.983,1995
"1158366","TTO",25,29,47.638,1995
"1158367","TTO",30,34,54.133,1995
"1158368","TTO",35,39,45.42,1995
"1158369","TTO",40,44,38.692,1995
"1158370","TTO",45,49,31.733,1995
"1158371","TTO",50,54,26.572,1995
"1158372","TTO",55,59,21.291,1995
"1158373","TTO",60,64,17.381,1995
"1158374","TTO",65,69,14.914,1995
"1158375","TTO",70,74,11.701,1995
"1158376","TTO",75,79,8.225,1995
"1158377","TTO",80,84,5.395,1995
"1158378","TTO",85,89,2.082,1995
"1158379","TTO",90,94,0.479,1995
"1158380","TTO",95,99,0.06,1995
"1158381","TTO",100,104,0.003,1995
"1158469","TTO",15,19,71.073,2000
"1158470","TTO",20,24,55.721,2000
"1158471","TTO",25,29,48.384,2000
"1158472","TTO",30,34,45.18,2000
"1158473","TTO",35,39,51.806,2000
"1158474","TTO",40,44,43.758,2000
"1158475","TTO",45,49,37.362,2000
"1158476","TTO",50,54,30.585,2000
"1158477","TTO",55,59,25.524,2000
"1158478","TTO",60,64,20.003,2000
"1158479","TTO",65,69,15.717,2000
"1158480","TTO",70,74,12.889,2000
"1158481","TTO",75,79,9.281,2000
"1158482","TTO",80,84,5.823,2000
"1158483","TTO",85,89,2.601,2000
"1158484","TTO",90,94,0.673,2000
"1158485","TTO",95,99,0.093,2000
"1158486","TTO",100,104,0.006,2000
"1158574","TTO",15,19,62.437,2005
"1158575","TTO",20,24,67.532,2005
"1158576","TTO",25,29,52.664,2005
"1158577","TTO",30,34,47.558,2005
"1158578","TTO",35,39,44.538,2005
"1158579","TTO",40,44,51.388,2005
"1158580","TTO",45,49,43.194,2005
"1158581","TTO",50,54,36.672,2005
"1158582","TTO",55,59,29.647,2005
"1158583","TTO",60,64,24.311,2005
"1158584","TTO",65,69,18.578,2005
"1158585","TTO",70,74,13.759,2005
"1158586","TTO",75,79,10.356,2005
"1158587","TTO",80,84,6.754,2005
"1158588","TTO",85,89,3.028,2005
"1158589","TTO",90,94,0.942,2005
"1158590","TTO",95,99,0.151,2005
"1158591","TTO",100,104,0.012,2005
"1158679","TTO",15,19,49.424,2010
"1158680","TTO",20,24,59.173,2010
"1158681","TTO",25,29,64.366,2010
"1158682","TTO",30,34,51.847,2010
"1158683","TTO",35,39,46.882,2010
"1158684","TTO",40,44,43.925,2010
"1158685","TTO",45,49,50.461,2010
"1158686","TTO",50,54,42.367,2010
"1158687","TTO",55,59,35.507,2010
"1158688","TTO",60,64,28.193,2010
"1158689","TTO",65,69,22.493,2010
"1158690","TTO",70,74,16.24,2010
"1158691","TTO",75,79,11.072,2010
"1158692","TTO",80,84,7.509,2010
"1158693","TTO",85,89,3.738,2010
"1158694","TTO",90,94,1.204,2010
"1158695","TTO",95,99,0.244,2010
"1158696","TTO",100,104,0.024,2010
"1158784","TTO",15,19,42.943,2015
"1158785","TTO",20,24,48.875,2015
"1158786","TTO",25,29,58.588,2015
"1158787","TTO",30,34,63.801,2015
"1158788","TTO",35,39,51.333,2015
"1158789","TTO",40,44,46.324,2015
"1158790","TTO",45,49,43.223,2015
"1158791","TTO",50,54,49.315,2015
"1158792","TTO",55,59,40.943,2015
"1158793","TTO",60,64,33.773,2015
"1158794","TTO",65,69,26.247,2015
"1158795","TTO",70,74,20.137,2015
"1158796","TTO",75,79,13.391,2015
"1158797","TTO",80,84,7.897,2015
"1158798","TTO",85,89,4.285,2015
"1158799","TTO",90,94,1.552,2015
"1158800","TTO",95,99,0.329,2015
"1158801","TTO",100,104,0.041,2015
"1158847","TTO",15,19,43.083,2018
"1158848","TTO",20,24,44.149,2018
"1158849","TTO",25,29,52.38,2018
"1158850","TTO",30,34,61.903,2018
"1158851","TTO",35,39,59.53,2018
"1158852","TTO",40,44,48.067,2018
"1158853","TTO",45,49,43.946,2018
"1158854","TTO",50,54,45.057,2018
"1158855","TTO",55,59,46.223,2018
"1158856","TTO",60,64,36.598,2018
"1158857","TTO",65,69,29.344,2018
"1158858","TTO",70,74,22.016,2018
"1158859","TTO",75,79,15.344,2018
"1158860","TTO",80,84,8.836,2018
"1158861","TTO",85,89,4.472,2018
"1158862","TTO",90,94,1.889,2018
"1158863","TTO",95,99,0.489,2018
"1158864","TTO",100,104,0.051,2018
"1158889","TTO",15,19,44.187,2020
"1158890","TTO",20,24,42.419,2020
"1158891","TTO",25,29,48.332,2020
"1158892","TTO",30,34,58.058,2020
"1158893","TTO",35,39,63.227,2020
"1158894","TTO",40,44,50.753,2020
"1158895","TTO",45,49,45.61,2020
"1158896","TTO",50,54,42.263,2020
"1158897","TTO",55,59,47.71,2020
"1158898","TTO",60,64,39.016,2020
"1158899","TTO",65,69,31.557,2020
"1158900","TTO",70,74,23.659,2020
"1158901","TTO",75,79,16.809,2020
"1158902","TTO",80,84,9.733,2020
"1158903","TTO",85,89,4.628,2020
"1158904","TTO",90,94,1.843,2020
"1158905","TTO",95,99,0.444,2020
"1158906","TTO",100,104,0.059,2020
"1161430","TUN",15,19,412.637,1990
"1161431","TUN",20,24,391.483,1990
"1161432","TUN",25,29,339.271,1990
"1161433","TUN",30,34,286.659,1990
"1161434","TUN",35,39,245.911,1990
"1161435","TUN",40,44,164.347,1990
"1161436","TUN",45,49,147.798,1990
"1161437","TUN",50,54,151.725,1990
"1161438","TUN",55,59,142.115,1990
"1161439","TUN",60,64,106.487,1990
"1161440","TUN",65,69,87.369,1990
"1161441","TUN",70,74,56.297,1990
"1161442","TUN",75,79,37.839,1990
"1161443","TUN",80,84,17.04,1990
"1161444","TUN",85,89,5.622,1990
